"id"	"hs07"	"name"
"03151521"	151521	"Maize (corn) oil, crude"
"03151529"	151529	"Maize (corn) oil, other than crude, & fractions thereof , whether/not refined but not chemically modified"
"03151530"	151530	"Castor oil & fractions thereof , whether/not refined but not chemically modified"
"03151550"	151550	"Sesame oil & fractions thereof , whether/not refined but not chemically modified"
"03151590"	151590	"Fixed vegatable fats & oils (excl. of 1515.11-1515.50, incl. jojoba oil) & their fractions, whether/not refined but not chemically modified"
"031516"	1516	"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared."
"03151610"	151610	"Animal fats & oils & fractions thereof , partly/wholly hydrogenated/inter-esterified/re-esterified/elaidinized, whether/not refined but not further prepared"
"03151620"	151620	"Vegetable fats & oils & fractions thereof , partly/wholly hydrogenated/inter-esterified/re-esterified/elaidinized, whether/not refined but not further prepared"
"031517"	1517	"Margarine; edible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils of this Chapter, other than edible fats or oils or their fractions of heading 15.16."
"03151710"	151710	"Margarine (excl. liquid margarine)"
"03151790"	151790	"Edible mixtures/preparations of animal/vegetable fats/oils/fractions of different fats/oils of Ch.15, other than edible fats/oils/fractions of 15.16/non-liquid margarine"
"031518"	1518	"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 15.16; inedible mixtures or preparations of"
"03151800"	151800	"Animal/vegetable fats & oils & their fractions, boiled/oxidised/dehydrated/sulphurised/blown/ polymerised by heat in vacuum/in inert gas/othw. chemically modified, excluding those of heading 15.16; inedible mixtures/preparations of animal/vegetable fats/o"
"031520"	1520	"Glycerol, crude; glycerol waters and glycerol lyes"
"03152000"	152000	"Glycerol, crude; glycerol waters & glycerol lyes"
"031521"	1521	"Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or coloured."
"03152110"	152110	"Vegetable waxes, other than triglycerides, whether/not refined/coloured"
"03152190"	152190	"Beeswax, other insect waxes & spermaceti, whether/not refined/coloured"
"031522"	1522	"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes."
"03152200"	152200	"Degras; residues resulting from the treatment of fatty substance/animal waxes/vegetable waxes"
"041601"	1601	"Sausages and similar products, of meat, meat offal or blood; food preparations based on these products."
"04160100"	160100	"Sausages & similar products, of meat/meat offal/blood; food preparations based on these products"
"041602"	1602	"Other prepared or preserved meat, meat offal or blood."
"04160210"	160210	"Homogenised preparations of prepared/preserved meat/meat offal"
"04160220"	160220	"Prepared/preserved preparations of liver of any animal"
"04160231"	160231	"Prepared/preserved preparations of turkey (excl. homogenised preparations)"
"04160232"	160232	"Prepared/preserved preparations of fowls of the genus Gallus domesticus (excl. homogenised preparations)"
"04160239"	160239	"Prepared/preserved preparations of fowls of 01.05 (excl. turkey & fowls of the genus Gallus domesticus)"
"04160241"	160241	"Hams & cuts thereof"
"04160242"	160242	"Shoulders of swine & cuts thereof"
"04160249"	160249	"Prepared/preserved preparations of swine (excl. of 1602.41, 1602.42 & homogenised preparations), incl. mixtures"
"04160250"	160250	"Prepared/preserved preparations of bovine animals (excl. homogenised preparations), incl. mixtures"
"04160290"	160290	"Preparations of prepared/preserved meat (excl. of 1602.10-1602.50), incl. preparations of blood of any animal"
"041603"	1603	"Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates."
"04160300"	160300	"Extracts & juices of meat/fish/crustaceans/molluscs/other aquatic invertebrates"
"041604"	1604	"Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs."
"04160411"	160411	"Salmon, prepared/preserved, whole/in pieces (excl. minced)"
"04160412"	160412	"Herrings, prepared/preserved, whole/in pieces (excl. minced)"
"04160413"	160413	"Sardines, sardinella & brisling/sprats, prepared/preserved, whole/in pieces (excl. minced)"
"04160414"	160414	"Tunas, skipjack & bonito (Sarda spp.), prepared/preserved, whole/in pieces (excl. minced)"
"04160415"	160415	"Mackerel, prepared/preserved, whole/in pieces (excl. minced)"
"04160416"	160416	"Anchovies, prepared/preserved, whole/in pieces (excl. minced)"
"04160419"	160419	"Fish (excl. of 1604.11-1604.16), prepared/preserved, whole/in pieces (excl. minced)"
"04160420"	160420	"Prepared/preserved fish other than whole/in pieces"
"04160430"	160430	"Caviar & caviar substitutes prepared from fish eggs"
"041605"	1605	"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved."
"04160510"	160510	"Crab, prepared/preserved"
"04160520"	160520	"Shrimps & prawns, prepared/preserved"
"04160530"	160530	"Lobster, prepared/preserved"
"04160540"	160540	"Crustaceans other than crab, shrimps, prawns & lobster, prepared/preserved"
"04160590"	160590	"Molluscs & other aquatic invertegrates, prepared/preserved"
"041701"	1701	"Cane or beet sugar and chemically pure sucrose, in solid form."
"04170111"	170111	"Cane sugar, raw, in solid form, not containing added flavouring/colouring matter"
"04170112"	170112	"Beet sugar, raw, in solid form, not containing added flavouring/colouring matter"
"04170191"	170191	"Cane/beet sugar & chemically pure sucrose, in solid form, containing added flavouring/colouring matter"
"04170199"	170199	"Cane/beet sugar & chemically pure sucrose, in solid form, not containing added flavouring/colouring matter"
"041702"	1702	"Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel."
"04170211"	170211	"Lactose & lactose syrup, containing by weight 99%/more lactose, expressed as anhydrous lactose, calc. on the dry matter"
"04170219"	170219	"Lactose & lactose syrup, containing by weight >95% but <99% lactose, expressed as anhydrous lactose, calc. on the dry matter"
"04170220"	170220	"Maple sugar & maple syrup"
"04170230"	170230	"Glucose & glucose syrup, not containing fructose/containing in the dry state < 20% by weight of fructose"
"04170240"	170240	"Glucose & glucose syrup, containing in the dry state at least 20% but < 50% by weight of fructose (excl. invert sugar)"
"04170250"	170250	"Chemically pure fructose"
"04170260"	170260	"Fructose (excl. chemically pure fructose) & fructose syrup, containing in the dry state >50% by weight of fructose (excl. invert sugar)"
"04170290"	170290	"Sugars, incl. invert sugar & other sugar & sugar syrup blends containing in the dry state 50% by weight of fructose (excl. of 1702.11-1702.60)"
"041703"	1703	"Molasses resulting from the extraction or refining of sugar."
"04170310"	170310	"Cane molasses"
"04170390"	170390	"Molasses, other than cane molasses, resulting from the extraction/refining of sugar"
"041704"	1704	"Sugar confectionery (including white chocolate), not containing cocoa."
"04170410"	170410	"Chewing gum, whether/not sugar-coated"
"04170490"	170490	"Sugar confectionery other than chewing gum (incl. white chocolate), not containing cocoa"
"041801"	1801	"Cocoa beans, whole or broken, raw or roasted."
"04180100"	180100	"Cocoa beans, whole/broken, raw/roasted"
"041802"	1802	"Cocoa shells, husks, skins and other cocoa waste"
"04180200"	180200	"Cocoa shells, husks, skins & other cocoa waste"
"041803"	1803	"Cocoa paste, whether or not defatted."
"04180310"	180310	"Cocoa paste, not defatted"
"04180320"	180320	"Cocoa paste, wholly/partly defatted"
"041804"	1804	"Cocoa butter, fat and oil."
"04180400"	180400	"Cocoa butter, fat & oil"
"041805"	1805	"Cocoa powder, not containing added sugar or other sweetening matter."
"04180500"	180500	"Cocoa powder, not containing added sugar/other sweetening matter"
"041806"	1806	"Chocolate and other food preparations containing cocoa."
"04180610"	180610	"Cocoa powder, containing added sugar/other sweetening matter"
"04180620"	180620	"Chocolate & other food preparations containing cocoa (excl. of 1803.10-1806.10), in blocks/slabs/bars weighing >2kg/in liquid/paste/powder/granular/other bulk form in containers/immediate packings, of a content exceeding 2kg"
"04180631"	180631	"Chocolate & other food preparations containing cocoa, in blocks/slabs/bars, weighing 2kg/less, filled"
"04180632"	180632	"Chocolate & other food preparations containing cocoa, in blocks/slabs/bars, weighing 2kg/less, not fillled"
"04180690"	180690	"Chocolate & other food preparations containing cocoa (excl. of 1806.20-1806.32)"
"041901"	1901	"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing cocoa or containing less than 40 % by weight of cocoa calculated on a totally defatted basis, not elsewhere specified or included; food preparations of goods of"
"04190110"	190110	"Preparations for infant use, put up for RS"
"04190120"	190120	"Mixes & doughs for the preparation of bakers' wares of 19.05"
"04190190"	190190	"Malt extract; food preparations of flour/groats/meal/starch/malt extact,not containing cocoa/containing less than 40% by weight of cocoa calculated on a totally defatted basis,not elsewhere specified/incld.; food preparations of goods of headings 04.01 to"
"041902"	1902	"Pasta, whether or not cooked or stuffed (with meat or other substances) or otherwise prepared, such as spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous, whether or not prepared."
"04190211"	190211	"Uncooked pasta, not stuffed/othw. prepared, containing eggs"
"04190219"	190219	"Uncooked pasta, not stuffed/othw. prepared, not containing eggs"
"04190220"	190220	"Stuffed pasta, whether/not cooked/othw. prepared"
"04190230"	190230	"Pasta (excl. of 1902.11-1902.20)"
"04190240"	190240	"Couscous"
"041903"	1903	"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or in similar forms."
"04190300"	190300	"Tapioca & substitutes therefor prepared from starch, in the form of flakes/grains/pearls/siftings/similar forms"
"041904"	1904	"Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked, or o"
"04190410"	190410	"Prepared foods obt. by the swelling/roasting of cereals/cereal products"
"04190420"	190420	"Prepared foods obt. from unroasted cereal flakes/mixtures of unroasted cereal flakes & roasted cereal flakes/swelled cereals"
"04190430"	190430	"Bulgur wheat"
"04190490"	190490	"Cereals other than maize (corn) in grain form/in the form of flakes/other worked grains (excl. flour/groats/meal), pre-cooked/othw. prepd, n.e.s."
"041905"	1905	"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products."
"04190510"	190510	"Crispbread"
"04190520"	190520	"Gingerbread&the like"
"04190531"	190531	"Sweet biscuits"
"04190532"	190532	"Waffles & wafers"
"04190540"	190540	"Rusks, toasted bread & similar toasted products"
"04190590"	190590	"Bread, pastry, cakes, biscuits & other bakers' wares, whether/not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper & similar products (excl. of 1905.10 - 1905.40)"
"042001"	2001	"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar or acetic acid."
"04200110"	200110	"Cucumbers & gherkins, prepared/preserved by vinegar/acetic acid"
"04200190"	200190	"Vegetables, fruit, nuts & other edible parts of plants (excl. cucumbers & gherkins), prepared/preserved by vinegar/acetic acid"
"042002"	2002	"Tomatoes prepared or preserved otherwise than by vinegar or acetic acid."
"04200210"	200210	"Tomatoes, prepared/preserved othw. than by vinegar/acetic acid, whole/in pieces"
"04200290"	200290	"Tomatoes, prepared/preserved othw. than by vinegar/acetic acid, other than whole/in pieces"
"042003"	2003	"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid."
"04200310"	200310	"Mushrooms of the genus Agaricus, prepared/preserved othw. than by vinegar/acetic acid"
"04200320"	200320	"Truffles, prepared/preserved othw. than by vinegar/acetic acid"
"04200390"	200390	"Mushrooms other than of the genus Agaricus, prepared/preserved othw. than by vinegar/acetic acid"
"042004"	2004	"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading 20.06."
"04200410"	200410	"Potatoes, prepared/preserved othw. than by vinegar/acetic acid, frozen, other than products of 20.06"
"04200490"	200490	"Vegetables & mixtures of vegetables, preserved/preserved othw. than by vinegar/acetic acid, frozen, other than potatoes & products of 20.06"
"042005"	2005	"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading 20.06."
"04200510"	200510	"Homogenised vegetables, prepared/preserved othw. than by vinegar/acetic acid, not frozen, other than products of 20.06"
"04200520"	200520	"Potatoes, prepared/preserved othw. than by vinegar/acetic acid, not frozen, other than products of 20.06"
"04200540"	200540	"Peas (Pisum sativum), preserved/preserved othw. than by vinegar/acetic acid, not frozen, other than products of 20.06"
"04200551"	200551	"Beans (Vigna spp., Phaseolus spp.), shelled, prepared/preserved othw. than by vinegar/acetic acid, not frozen, other than products of 20.06"
"04200559"	200559	"Beans (excl. Vigna spp., Phaseolus spp.), shelled, prepared/preserved othw. than by vinegar/acetic acid, not frozen, other than products of 20.06"
"04200560"	200560	"Asparagus, preserved/preserved othw. than by vinegar/acetic acid, not frozen, other than products of 20.06"
"04200570"	200570	"Olives, preserved/preserved othw. than by vinegar/acetic acid, not frozen, other than products of 20.06"
"04200580"	200580	"Sweet corn (Zea mays var. saccharata), prepared/preserved othw. than by vinegar/acetic acid, not frozen, other than products of 20.06"
"04200591"	200591	"Bamboo shoots, prepared/preserved othw. than by vinegar/acetic acid, not frozen, other than products of heading 20.06"
"04200599"	200599	"Vegetables & mixtures of vegetables (excl. of 2005.10-2005.91), prepared/preserved othw. than by vinegar/acetic acid, not frozen, other than products of heading 20.06"
"042006"	2006	"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glacé or crystallised)."
"04200600"	200600	"Vegetables, fruit, nuts, fruit-peel & other parts of plants, preserved by sugar (drained/glacé/crystallised)"
"042007"	2007	"Jams, fruit jellies, marmalades, fruit or nut purée and fruit or nut pastes, obtained by cooking, whether or not containing added sugar or other sweetening matter."
"04200710"	200710	"Homogenised preparations of fruits/nuts, obt. by cooking, whether/not containing added sugar/other sweetening matter"
"04200791"	200791	"Citrus fruit preparations (excl. homogenized), obt. by cooking, whether/not containing added sugar/other sweetening matter"
"04200799"	200799	"Preparations of fruit (excl. citrus fruit; excl. homogenized), obt. by cooking, whether/not containing added sugar/other sweetening matter"
"042008"	2008	"Fruit, nuts and other edible parts of plants, otherwise prepared or preserved, whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included."
"04200811"	200811	"Ground-nuts, prepared/preserved, whether/not containing added/sugar/other sweetening matter/spirit, n.e.s."
"04200819"	200819	"Nuts (excl. ground-nuts), incl. mixtures, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
"04200820"	200820	"Pineapples, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
"04200830"	200830	"Citrus fruit, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
"04200840"	200840	"Pears, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
"04200850"	200850	"Apricots, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
"04200860"	200860	"Cherries, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
"04200870"	200870	"Peaches, incl. nectarines, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
"04200880"	200880	"Strawberries, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
"04200891"	200891	"Palm hearts, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
"04200892"	200892	"Mixtures of edible parts of plants (excl. of 2008.19), prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
"04200899"	200899	"Edible parts of plants, prepared/preserved, whether/not containing added sugar/other sweetening matter/spirit, n.e.s."
"042009"	2009	"Fruit juices (including grape must) and vegetable juices, unfermented and not containing added spirit, whether or not containing added sugar or other sweetening matter."
"04200911"	200911	"Orange juice, frozen, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
"04200912"	200912	"Orange juice, not frozen, of a Brix value not >20, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
"04200919"	200919	"Orange juice, not frozen (excl. of 2009.19), unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
"04200921"	200921	"Grapefruit juice, of a Brix value not >20, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
"04200929"	200929	"Grapefruit juice (excl. of 2009.21), unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
"04200931"	200931	"Juice of any single citrus fruit other than orange/grapefruit, of a Brix value not >20, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
"04200939"	200939	"Juice of any single citrus fruit other than orange/grapefruit (excl. of 2009.31), unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
"04200941"	200941	"Pineapple juice, of a Brix value not >20, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
"04200949"	200949	"Pineapple juice (excl. of 2009.41), unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
"04200950"	200950	"Tomato juice, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
"04200961"	200961	"Grape juice, incl. grape must, of a Brix value not >30, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
"04200969"	200969	"Grape juice, incl. grape must (excl. of 2009.61), unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
"04200971"	200971	"Apple juice, of a Brix value not >20, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
"04200979"	200979	"Apple juice (excl. of 2009.71), unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
"04200980"	200980	"Juice of any single fruit/vegetable (excl. of 2009.11-2009.79), unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
"04200990"	200990	"Mixtures of juices, unfermented & not containing added spirit, whether/not containing added sugar/other sweetening matter"
"042101"	2101	"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of these products or with a basis of coffee, tea or maté; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof."
"04210111"	210111	"Extracts, essences & concentrates of coffee"
"04210112"	210112	"Preparations with a basis of extracts/essences/concentrates of coffee/with a basis of coffee"
"04210120"	210120	"Extracts, essences & concentrates of tea/maté, & preparations with a basis of these extracts/essences/concentrates/with a basis of tea/maté"
"04210130"	210130	"Roasted chicory & other roasted coffee substitutes, & extracts, essences & concentrates thereof"
"042102"	2102	"Yeasts (active or inactive); other single-cell micro-organisms, dead (but not including vaccines of heading 30.02); prepared baking powders."
"04210210"	210210	"Active yeasts"
"04210220"	210220	"Inactive yeasts; other single-cell micro-organisms, dead (excl. vaccines of 30.02)"
"04210230"	210230	"Prepared baking powders"
"042103"	2103	"Sauces and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal and prepared mustard."
"04210310"	210310	"Soya sauce"
"04210320"	210320	"Tomato ketchup & other tomato sauces"
"04210330"	210330	"Mustard flour & meal & prepared mustard"
"04210390"	210390	"Sauces & preparations therefor, n.e.s.; mixed condiments & mixed seasonings, n.e.s."
"042104"	2104	"Soups and broths and preparations therefor; homogenised composite food preparations."
"04210410"	210410	"Soups & broths & preparations therefor"
"04210420"	210420	"Homogenised composite food preparations"
"042105"	2105	"Ice cream and other edible ice, whether or not containing cocoa."
"04210500"	210500	"Ice cream & other edible ice, whether/not containing cocoa"
"042106"	2106	"Food preparations not elsewhere specified or included."
"04210610"	210610	"Protein concentrates & textured protein substance"
"04210690"	210690	"Food preparations, n.e.s."
"042201"	2201	"Waters, including natural or artificial mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavoured; ice and snow."
"04220110"	220110	"Mineral waters (natural/artificial) & aerated waters, not containing added sugar/other sweetening matter/flavoured"
"04220190"	220190	"Ice & snow"
"042202"	2202	"Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured, and other non-alcoholic beverages, not including fruit or vegetable juices of heading 20.09."
"04220210"	220210	"Waters, incl. mineral waters & aerated waters, containing added sugar/other sweetening matter/flavoured"
"04220290"	220290	"Non-alcoholic beverages other than waters of 2202.10 (not incl. fruit/vegetable juices of 20.09)"
"042203"	2203	"Beer made from malt."
"04220300"	220300	"Beer made from malt"
"042204"	2204	"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09."
"04220410"	220410	"Sparkling wine of fresh grapes"
"04220421"	220421	"Wine other than sparkling wine of fresh grapes, incl. fortified; grape must with fermentation prevented/arrested by the addition of alcohol, in containters of 2 l/less"
"04220429"	220429	"Wine other than sparkling wine of fresh grapes, incl. fortified; grape must with fermentation prevented/arrested by the addition of alcohol, in containters of >2 l"
"04220430"	220430	"Grape must (excl. of 20.09)"
"042205"	2205	"Vermouth and other wine of fresh grapes flavoured with plants or aromatic substances."
"04220510"	220510	"Vermouth & other wine of fresh grapes flavoured with plants/aromatic substance, in containters of 2 l/less"
"04220590"	220590	"Vermouth & other wine of fresh grapes flavoured with plants/aromatic substance, in containters of > 2l"
"042206"	2206	"Other fermented beverages (for example, cider, perry, mead); mixtures of fermented beverages and mixtures of fermented beverages and non-alcoholic beverages, not elsewhere specified or included."
"04220600"	220600	"Fermented beverages (e.g., cider, perry, mead), n.e.s.; mixtures of fermented beverages & mixtures of fermented beverages & non-alcoholic beverages, n.e.s."
"042207"	2207	"Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher; ethyl alcohol and other spirits, denatured, of any strength."
"04220710"	220710	"Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol."
"04220720"	220720	"Ethyl alcohol & other spirits, denatured, of any strength"
"042208"	2208	"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80 % vol; spirits, liqueurs and other spirituous beverages."
"04220820"	220820	"Spirits obt. by distilling grape wine/grape marc"
"04220830"	220830	"Whiskies"
"04220840"	220840	"Rum & tafia"
"04220850"	220850	"Gin & Geneva"
"04220860"	220860	"Vodka"
"04220870"	220870	"Liqueurs & cordials"
"04220890"	220890	"Undenatured ethyl alcohol of an alcoholic strength by volume <80%vol; other spirits, liquers & other spiritous beverages"
"042209"	2209	"Vinegar and substitutes for vinegar obtained from acetic acid."
"04220900"	220900	"Vinegar & substitutes for vinegar obt. from acetic acid"
"042301"	2301	"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves."
"04230110"	230110	"Flours, meals & pellets of meat/meat offal; greaves"
"04230120"	230120	"Flours, meals & pellets of fish/of crustaceans, molluscs/other aquatic invertebrates"
"042302"	2302	"Bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, milling or other working of cereals or of leguminous plants."
"04230210"	230210	"Bran, sharps & other residues, whether/not in the form of pellets, derived from the sifting/milling/other working of maize (corn)"
"04230230"	230230	"Bran, sharps & other residues, whether/not in the form of pellets, derived from the sifting/milling/other working of wheat"
"04230240"	230240	"Bran, sharps & other residues, whether/not in the form of pellets, derived from the sifting/milling/other working of cereals other than maize (corn)/wheat"
"04230250"	230250	"Bran, sharps & other residues, whether/not in the form of pellets, derived from the sifting/milling/other working of leguminous plants"
"042303"	2303	"Residues of starch manufacture and similar residues, beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets."
"04230310"	230310	"Residues of starch manufacture & similar residues, whether/not in pellets"
"04230320"	230320	"Beet-pulp, bagasse & other waste of sugar manufacture, whether/not in pellets"
"04230330"	230330	"Brewing/distilling dregs & waste, whether/not in pellets"
"042304"	2304	"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soyabean oil."
"04230400"	230400	"Oil-cake & other solid residues, whether/not ground/in pellets, from extraction of soyabean oil"
"042305"	2305	"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil."
"04230500"	230500	"Oil-cake & other solid residues, whether/not ground/in pellets, from extraction of ground-nut oil"
"042306"	2306	"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of vegetable fats or oils, other than those of heading 23.04 or 23.05."
"04230610"	230610	"Oil-cake & other solid residues, whether/not ground/in pellets, from extraction of cotton seeds"
"04230620"	230620	"Oil-cake & other solid residues, whether/not ground/in pellets, from extraction of linseed"
"04230630"	230630	"Oil-cake & other solid residues, whether/not ground/in pellets, from extraction of sunflower seeds"
"04230641"	230641	"Oil-cake & other solid residues, whether/not ground/in pellets, from extraction of low erucic acid rape/colza seeds"
"04230649"	230649	"Oil-cake & other solid residues, whether/not ground/in pellets, from extraction of rape/colza seeds (excl. low erucic acid seeds)"
"04230650"	230650	"Oil-cake & other solid residues, whether/not ground/in pellets, from extraction of coconut/copra"
"04230660"	230660	"Oil-cake & other solid residues, whether/not ground/in pellets, from extraction of palm nuts/kernels"
"04230690"	230690	"Oil-cake & other solid residues, whether/not ground/in form of pellets, resulting from the extraction of vegetable fats/oils (excl. of 23.04, 23.05 & 2306.10-2306.60)"
"042307"	2307	"Wine lees; argol"
"04230700"	230700	"Wine lees; argol"
"042308"	2308	"Vegetable materials and vegetable waste, vegetable residues and by-products, whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included."
"04230800"	230800	"Vegetable materials/waste/residues/by-products, whether/not in pellets, of a kind used in animal feeding, n.e.s."
"042309"	2309	"Preparations of a kind used in animal feeding."
"04230910"	230910	"Dog/cat food, put up for RS"
"04230990"	230990	"Preparations of a kind used in animal feeding other than dog/cat food put up for RS"
"042401"	2401	"Unmanufactured tobacco; tobacco refuse."
"04240110"	240110	"Tobacco, not stemmed/stripped"
"04240120"	240120	"Tobacco, partly/wholly stemmed/stripped"
"04240130"	240130	"Tobacco refuse"
"042402"	2402	"Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes."
"04240210"	240210	"Cigars, cheroots & cigarillos containing tobacco"
"04240220"	240220	"Cigarettes containing tobacco"
"04240290"	240290	"Cigars, cheroots, cigarillos & cigarettes of tobacco substitutes"
"042403"	2403	"Other manufactured tobacco and manufactured tobacco substitutes; \"homogenised\" or \"reconstituted\" tobacco; tobacco extracts and essences."
"04240310"	240310	"Smoking tobacco, whether/not containing tobacco substitutes in any proportion"
"04240391"	240391	"Homogenised/reconstituted tobacco"
"04240399"	240399	"Manufactured tobacco & manufactured tobacco substitutes, n.e.s. (excl. smoking tobacco & homogenised/reconstituted tobacco); tobacco extracts & essences"
"052501"	2501	"Salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents; sea water."
"05250100"	250100	"Salt (incl. table salt & denatured salt) & pure sodium chloride, whether/not in aqueous solution/containing added anti-caking/free-flowing agents; sea water"
"052502"	2502	"Unroasted iron pyrites."
"05250200"	250200	"Unroasted iron pyrites"
"052503"	2503	"Sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur."
"05250300"	250300	"Sulphur of all kinds (excl. sublimed sulphur/precipitated sulphur/colloidal sulphur)"
"052504"	2504	"Natural graphite."
"05250410"	250410	"Natural graphite, in powder/flakes"
"05250490"	250490	"Natural graphite other than in powders/flakes"
"052505"	2505	"Natural sands of all kinds, whether or not coloured, other than metalbearing sands of Chapter 26."
"05250510"	250510	"Silica sands & quartz sands, whether/not coloured"
"05250590"	250590	"Natural sands other than silica & quartz, whether/not coloured, other than metalbearing sands of Ch.26"
"052506"	2506	"Quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape."
"05250610"	250610	"Quartz, other than natural sands"
"05250620"	250620	"Quartzite, other than natural sands, whether/not roughly trimmed/merely cut, by sawing/othw., into blocks/slabs of a rectangular (including square) shape."
"052507"	2507	"Kaolin and other kaolinic clays, whether or not calcined."
"05250700"	250700	"Kaolin & other kaolinic clays, whether/not calcined"
"052508"	2508	"Other clays (not including expanded clays of heading 68.06), andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earths."
"05250810"	250810	"Bentonite"
"05250830"	250830	"Fire-clay"
"05250840"	250840	"Clays other than expanded clays of 68.06 (excl. of 2507.00, 2508.10 & 2508.30)"
"05250850"	250850	"Andalusite, kyanite & sillimanite"
"05250860"	250860	"Mullite"
"05250870"	250870	"Chamotte/dinas earths"
"052509"	2509	"Chalk."
